start_lat,start_lon,end_lat,end_lon,distance,local_duration,api_duration,selected_duration,route_type,points_count
47.24819080115631,9.612986060274864,47.15735711266573,9.55230191417792,23.83473937825309,0.5889422692187547,0.8746638888888889,0.8746638888888889,car,1376
47.158676754845615,9.581926969320602,47.24197258488989,9.55088993207019,23.164920902721068,0.529765972662797,0.6928416666666667,0.6928416666666667,car,1169
47.09886789261987,9.583085427432213,47.17207084995322,9.521562217604709,13.27978778101719,0.3397630308318823,0.4456833333333333,0.4456833333333333,car,764
47.05579980944852,9.61368596302897,47.25882533127633,9.501112995596218,26.18985928633471,0.5676963569513803,1.030613888888889,1.030613888888889,car,1244
47.24876092225482,9.57097242130028,47.1282221314669,9.521184171511472,16.62722767763186,0.3591344352457709,0.4243,0.4243,car,774
47.15769373704116,9.491497478134628,47.154891742338656,9.541411669921818,13.04568986813404,0.3764252235659877,0.4185166666666667,0.4185166666666667,car,868
47.13324320989509,9.546327484463772,47.2217243050609,9.524430991371768,18.25951244838432,0.4240429955078358,0.5357277777777778,0.5357277777777778,car,968
47.14441910162966,9.626954010733051,47.06045290041734,9.473268322078049,18.01716254863778,0.4527363165815192,0.650463888888889,0.650463888888889,car,873
47.1054139125849,9.514728386547738,47.06706319096837,9.52629646778396,5.594165948536308,0.137066912863496,0.1722527777777777,0.1722527777777777,car,191
47.25125188522176,9.58440200562769,47.23297443240999,9.589217374212827,7.380641973343214,0.1836567680351569,0.112325,0.112325,car,393
47.20954678522502,9.62976918973104,47.11166683742947,9.627928468188625,22.5539370982636,0.4936664962059189,1.0190194444444445,1.0190194444444445,car,1153
47.230673864077104,9.503277769514323,47.126027547799,9.580956632511906,19.092002267346423,0.4196889642173087,0.5610583333333333,0.5610583333333333,car,909
47.27109672944377,9.500925383195678,47.2272814712985,9.630186010466009,9.91937837082562,0.2395607905329072,0.4679055555555556,0.4679055555555556,car,568
47.16180146123728,9.626986112050606,47.264557564601255,9.620364806715498,16.427296619293987,0.3469646109835929,0.5036583333333333,0.5036583333333333,car,790
47.254147158607815,9.536620140098986,47.07726640124292,9.613938826060828,26.87377442710027,0.5867431759684641,0.8896472222222223,0.8896472222222223,car,1256
47.10332974052032,9.501343871253026,47.06123809512341,9.625381236911542,13.79810396845748,0.3440642549973413,0.7718583333333333,0.7718583333333333,car,880
47.0864009212438,9.600530866580856,47.08945816936704,9.51273708094208,15.030528989649344,0.3548260057530266,0.6358388888888888,0.6358388888888888,car,890
47.069032892446415,9.55477154865332,47.20917574873311,9.543183436460742,16.913996281262452,0.3601509998398333,0.8266861111111111,0.8266861111111111,car,700
47.26866704373553,9.508436147952091,47.05462876888714,9.526812078366872,23.10198075755295,0.4435233754202271,0.4918027777777777,0.4918027777777777,car,875
47.09593369554762,9.630822584471735,47.10258565579205,9.493621760689622,13.577145823485194,0.3375176910724913,0.6160083333333334,0.6160083333333334,car,878
47.206040360125655,9.568021671277702,47.182299378136655,9.57147196344756,11.679365790709936,0.2393599087820203,0.3792444444444444,0.3792444444444444,car,502
47.075534857470586,9.494272205450944,47.14465757926428,9.521032693745244,9.511281627030806,0.2035025095016709,0.3343138888888888,0.3343138888888888,car,400
47.04863355899992,9.581352368066666,47.088642983985416,9.546453333007284,7.330229144854422,0.1623001424112108,0.8803222222222222,0.8803222222222222,car,307
47.170898537971645,9.50932533185297,47.08589442279112,9.602424339801704,16.249384353745217,0.3683807954561878,0.4929916666666666,0.4929916666666666,car,964
47.236732815356426,9.57213385085597,47.11705884047556,9.576565623122166,23.264172764463492,0.5388542688789422,0.6414527777777778,0.6414527777777778,car,1236
47.05800901799365,9.494357442038066,47.18861986489593,9.48997989733078,16.80149269773123,0.3629966106945297,0.3639916666666666,0.3639916666666666,car,723
47.05609016944661,9.489795590524444,47.20481079173161,9.590649615035542,21.33223148776533,0.4335097048032236,0.7992305555555556,0.7992305555555556,car,903
47.18699093273132,9.501460653817778,47.17514097559511,9.580757846002564,8.21306484517689,0.1872243836583367,0.2799694444444444,0.2799694444444444,car,381
47.15628391220241,9.529878837779204,47.08856844311681,9.524594353755866,7.9544862698450975,0.1767733909010668,0.2920694444444444,0.2920694444444444,car,396
47.167291492117855,9.628603916608805,47.12602713700732,9.58585216997172,18.50332892637689,0.4668747868050084,1.1975777777777776,1.1975777777777776,car,1050
47.23201288415602,9.535092862818184,47.169076057796026,9.485097707208098,11.051488019476432,0.2143992070530881,0.1774361111111111,0.1774361111111111,car,427
47.18816991575857,9.53135677100277,47.12436153614103,9.477191852729783,7.658154828889592,0.1832803307338229,0.3559944444444444,0.3559944444444444,car,310
47.23011680329844,9.593842229593683,47.06671070192219,9.528079197925344,20.11078104458169,0.4240572314137636,0.6546083333333333,0.6546083333333333,car,807
47.09620791695587,9.59787379042909,47.155454069677646,9.576110707101732,9.39141117106397,0.2418582183396719,0.3015694444444444,0.3015694444444444,car,595
47.23883777359652,9.628277848733209,47.17054601979713,9.617531859429503,16.427296619293994,0.346964610983593,0.4519388888888889,0.4519388888888889,car,790
47.08499200358248,9.621504367023872,47.108959184137454,9.472721603996856,14.35962256379559,0.361961376942355,0.726786111111111,0.726786111111111,car,850
47.184524526423104,9.560750080214818,47.05790253848141,9.483201146046849,19.957828575975515,0.4380849461253687,0.4883861111111111,0.4883861111111111,car,939
47.1964764630454,9.63099428492855,47.25785611989767,9.496666694228018,9.357704546500836,0.2117192838392549,0.6290666666666667,0.6290666666666667,car,549
47.05019368458932,9.507256665141616,47.08212048618735,9.54875591721418,4.855802380173488,0.1004575094607124,0.1855666666666666,0.1855666666666666,car,241
47.19307751147255,9.47304268437769,47.16816864801764,9.508009343802266,3.40977191922216,0.0870026150810617,0.2039138888888889,0.2039138888888889,car,104
47.1770838902561,9.561642891467155,47.13222896821097,9.5519186377722,17.411803619466365,0.4479092558422657,0.5376888888888889,0.5376888888888889,car,1117
47.21806235852417,9.507937236494906,47.054073057764505,9.600141136808809,22.215475809943708,0.4851242160272467,0.9994777777777778,0.9994777777777778,car,1128
47.11182651715884,9.520733897980284,47.213857203382986,9.509394096684208,12.833996788341404,0.2672953373617538,0.2748916666666666,0.2748916666666666,car,504
47.05827371505366,9.578885593666016,47.13345788087618,9.562634202664595,8.59903006685145,0.2117672735347746,0.3069722222222222,0.3069722222222222,car,533
47.22834632432488,9.572505774110867,47.22476171759767,9.587313375254356,0.0836971000115869,0.0041848550005793,0.165275,0.165275,car,10
47.11465164886179,9.597955347934544,47.21669764386955,9.522869791189136,20.31998662052661,0.4485594577372436,0.5921888888888889,0.5921888888888889,car,1043
47.20352791346876,9.620711934174611,47.11992377252834,9.560823964584625,18.68829154507931,0.4402547027442802,0.9369888888888888,0.9369888888888888,car,1033
47.12357037911034,9.525931858110663,47.187770319333865,9.566199168839216,11.255558791177169,0.2711946080627385,0.3317027777777778,0.3317027777777778,car,563
47.0734957031984,9.617997114807848,47.22973335084907,9.582894777241286,23.96216573615852,0.5425843898848101,0.9707972222222222,0.9707972222222222,car,1224
47.26790449646754,9.496704754983584,47.15578589454642,9.49449971704634,12.241797799045324,0.2647554167135376,0.3045194444444444,0.3045194444444444,car,367
47.20752101943721,9.60036367006112,47.18094831616559,9.539172679442068,10.40742692341784,0.2009981002788665,0.6006277777777779,0.6006277777777779,car,422
47.161430678076734,9.50128743211858,47.25640261085393,9.487545440186423,10.40804606443766,0.1986157039621607,0.2926277777777777,0.2926277777777777,car,305
47.136111248193096,9.484008517741232,47.24432711854288,9.627824062829156,14.480037032565486,0.3235840106456258,0.5780388888888889,0.5780388888888889,car,648
47.20385771574049,9.606997337841838,47.06941752611908,9.59133541694425,23.989660773676224,0.5420999483372354,1.0949888888888888,1.0949888888888888,car,1231
